0	0,00000	0,00000
0,05	0,01394	0,01687
0,1	0,05578	0,05871
0,15	0,12045	0,12295
0,2	0,20569	0,20716
0,25	0,30919	0,30904
0,3	0,42870	0,42642
0,35	0,56215	0,55729
0,4	0,70758	0,69977
0,45	0,86323	0,85212
0,5	1,02742	1,01272
0,55	1,19865	1,18013
0,6	1,37557	1,35302
0,65	1,55695	1,53020
0,7	1,74171	1,71064
0,75	1,92892	1,89342
0,8	2,11780	2,07777
0,85	2,30769	2,26308
0,9	2,49809	2,44885
0,95	2,68866	2,63474
1	2,87916	2,82054
